state,district,market,commodity,variety,arrival_date,production,price
Gujarat,Morbi,Vankaner,Cotton,Other,11/1/2021,5805,5000
Gujarat,Morbi,Vankaner,Cotton,Other,12/1/2021,5815,5150
Gujarat,Morbi,Vankaner,Cotton,Other,13/01/2021,5895,5250
Gujarat,Morbi,Vankaner,Cotton,Other,15/01/2021,5860,5400
Gujarat,Morbi,Vankaner,Cotton,Other,16/01/2021,5850,5400
Gujarat,Morbi,Vankaner,Cotton,Other,18/01/2021,5895,5350
Gujarat,Morbi,Vankaner,Cotton,Other,19/01/2021,5900,5250
Gujarat,Morbi,Vankaner,Cotton,Other,20/01/2021,5865,5200
Gujarat,Morbi,Vankaner,Cotton,Other,21/01/2021,5900,5300
Gujarat,Morbi,Vankaner,Cotton,Other,22/01/2021,5910,5350
Gujarat,Morbi,Vankaner,Cotton,Other,23/01/2021,6000,5500
Gujarat,Morbi,Vankaner,Cotton,Other,25/01/2021,5965,5250
Gujarat,Morbi,Vankaner,Cotton,Other,27/01/2021,5935,5300
Gujarat,Morbi,Vankaner,Cotton,Other,28/01/2021,5915,5200
Gujarat,Morbi,Vankaner,Cotton,Other,29/01/2021,6005,5300
Gujarat,Morbi,Vankaner,Cotton,Other,30/01/2021,6000,5300
Gujarat,Morbi,Vankaner,Cotton,Other,2/2/2021,5910,5250
Gujarat,Morbi,Vankaner,Cotton,Other,3/2/2021,5920,5200
Gujarat,Morbi,Vankaner,Cotton,Other,4/2/2021,5965,5100
Gujarat,Morbi,Vankaner,Cotton,Other,5/2/2021,6030,5250
Gujarat,Morbi,Vankaner,Cotton,Other,6/2/2021,6000,5200
Gujarat,Morbi,Vankaner,Cotton,Other,8/2/2021,6000,5150
Gujarat,Morbi,Vankaner,Cotton,Other,9/2/2021,6030,5000
Gujarat,Morbi,Vankaner,Cotton,Other,10/2/2021,6255,5500
Gujarat,Morbi,Vankaner,Cotton,Other,11/2/2021,6060,5250
Gujarat,Morbi,Vankaner,Cotton,Other,12/2/2021,6125,5500
Gujarat,Morbi,Vankaner,Cotton,Other,13/02/2021,6180,5650
Gujarat,Morbi,Vankaner,Cotton,Other,15/02/2021,7880,5750
Gujarat,Morbi,Vankaner,Cotton,Other,16/02/2021,6225,5750
Gujarat,Morbi,Vankaner,Cotton,Other,17/02/2021,6200,5750
Gujarat,Morbi,Vankaner,Cotton,Other,18/02/2021,6250,5750
Gujarat,Morbi,Vankaner,Cotton,Other,19/02/2021,6150,5750
Gujarat,Morbi,Vankaner,Cotton,Other,20/02/2021,6155,5800
Gujarat,Morbi,Vankaner,Cotton,Other,22/02/2021,6175,5800
Gujarat,Morbi,Vankaner,Cotton,Other,23/02/2021,6250,5900
Gujarat,Morbi,Vankaner,Cotton,Other,24/02/2021,6300,5900
Gujarat,Morbi,Vankaner,Cotton,Other,25/02/2021,6285,5850
Gujarat,Morbi,Vankaner,Cotton,Other,26/02/2021,6300,5750
Gujarat,Morbi,Vankaner,Cotton,Other,27/02/2021,6200,5650
Gujarat,Morbi,Vankaner,Cotton,Other,3/3/2021,6315,6000
Gujarat,Morbi,Vankaner,Cotton,Other,5/3/2021,6315,5900
Gujarat,Morbi,Vankaner,Cotton,Other,6/3/2021,6400,6000
Gujarat,Morbi,Vankaner,Cotton,Other,8/3/2021,6270,5700
Gujarat,Morbi,Vankaner,Cotton,Other,9/3/2021,6255,5750
Gujarat,Morbi,Vankaner,Cotton,Other,10/3/2021,6250,5850
Gujarat,Morbi,Vankaner,Cotton,Other,12/3/2021,6285,5800
Gujarat,Morbi,Vankaner,Cotton,Other,13/03/2021,6310,5900
Gujarat,Morbi,Vankaner,Cotton,Other,15/03/2021,6350,5900
Gujarat,Morbi,Vankaner,Cotton,Other,16/03/2021,6500,6000
Gujarat,Morbi,Vankaner,Cotton,Other,17/03/2021,6550,6150
Gujarat,Morbi,Vankaner,Cotton,Other,18/03/2021,6500,6200
Gujarat,Morbi,Vankaner,Cotton,Other,19/03/2021,6500,6250
Gujarat,Morbi,Vankaner,Cotton,Other,20/03/2021,6500,5900
Gujarat,Morbi,Vankaner,Cotton,Other,22/03/2021,6500,5900
Gujarat,Morbi,Vankaner,Cotton,Other,23/03/2021,6400,5750
Gujarat,Morbi,Vankaner,Cotton,Other,3/4/2021,6450,5900
Gujarat,Morbi,Vankaner,Cotton,Other,29/05/2021,7000,6250
Gujarat,Morbi,Vankaner,Cotton,Other,2/6/2021,7105,6750
Gujarat,Morbi,Vankaner,Cotton,Other,5/6/2021,7500,6750
Gujarat,Morbi,Vankaner,Cotton,Other,9/6/2021,7775,6750
Gujarat,Morbi,Vankaner,Cotton,Other,12/6/2021,7500,6750
Gujarat,Morbi,Vankaner,Cotton,Other,16/06/2021,7500,6000
Gujarat,Morbi,Vankaner,Cotton,Other,19/06/2021,7575,6750
Gujarat,Morbi,Vankaner,Cotton,Other,23/06/2021,7330,6500
Gujarat,Morbi,Vankaner,Cotton,Other,26/06/2021,7525,6800
Gujarat,Morbi,Vankaner,Cotton,Other,3/7/2021,7500,6500
Gujarat,Morbi,Vankaner,Cotton,Other,10/7/2021,6850,6250
Gujarat,Morbi,Vankaner,Cotton,Other,17/07/2021,7675,7250
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),9/1/2021,5775,5400
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),12/1/2021,5775,5200
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),13/01/2021,5900,5300
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),15/01/2021,5800,5225
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),16/01/2021,6000,5300
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),18/01/2021,6025,5375
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),20/01/2021,5800,5275
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),23/01/2021,5870,5325
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),25/01/2021,5875,5250
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),29/01/2021,5850,5275
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),30/01/2021,5875,5275
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),1/2/2021,5875,5225
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),2/2/2021,5875,5225
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),4/2/2021,5825,5270
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),5/2/2021,5820,5225
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),8/2/2021,5875,5225
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),9/2/2021,5875,5250
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),11/2/2021,5725,5220
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),12/2/2021,5875,5220
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),13/02/2021,5775,5225
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),15/02/2021,5850,5225
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),16/02/2021,5875,5275
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),17/02/2021,5880,5425
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),18/02/2021,5870,5275
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),19/02/2021,5875,5300
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),20/02/2021,5880,5280
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),22/02/2021,5890,5275
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),23/02/2021,5890,5280
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),24/02/2021,5880,5275
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),25/02/2021,5875,5280
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),26/02/2021,5875,5280
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),1/3/2021,6050,5400
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),4/3/2021,6025,5280
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),5/3/2021,6025,5320
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),6/3/2021,6050,5270
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),8/3/2021,6050,5280
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),9/3/2021,6020,5250
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),10/3/2021,6150,5280
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),12/3/2021,6050,5250
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),15/03/2021,6050,5280
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),18/03/2021,6125,5300
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),19/03/2021,6250,5320
Gujarat,Narmada,Rajpipla,Cotton,Cotton (Unginned),20/03/2021,6275,5320
Gujarat,Patan,Patan,Cotton,Other,1/1/2021,5810,5355
Gujarat,Patan,Patan,Cotton,Other,2/1/2021,5765,5285
Gujarat,Patan,Patan,Cotton,Other,4/1/2021,5965,5485
Gujarat,Patan,Patan,Cotton,Other,5/1/2021,6000,5565
Gujarat,Patan,Patan,Cotton,Other,6/1/2021,6080,5605
Gujarat,Patan,Patan,Cotton,Other,7/1/2021,6055,5580
Gujarat,Patan,Patan,Cotton,Other,8/1/2021,6015,5565
Gujarat,Patan,Patan,Cotton,Other,9/1/2021,6000,5500
Gujarat,Patan,Patan,Cotton,Other,11/1/2021,6025,5515
Gujarat,Patan,Patan,Cotton,Other,12/1/2021,6140,5570
Gujarat,Patan,Patan,Cotton,Other,13/01/2021,6255,5505
Gujarat,Patan,Patan,Cotton,Other,15/01/2021,6025,5415
Gujarat,Patan,Patan,Cotton,Other,16/01/2021,6150,5525
Gujarat,Patan,Patan,Cotton,Other,18/01/2021,6125,5565
Gujarat,Patan,Patan,Cotton,Other,19/01/2021,6080,5590
Gujarat,Patan,Patan,Cotton,Other,20/01/2021,6055,5525
Gujarat,Patan,Patan,Cotton,Other,21/01/2021,6070,5610
Gujarat,Patan,Patan,Cotton,Other,22/01/2021,6105,5605
Gujarat,Patan,Patan,Cotton,Other,23/01/2021,5980,5520
Gujarat,Patan,Patan,Cotton,Other,25/01/2021,6000,5600
Gujarat,Patan,Patan,Cotton,Other,27/01/2021,6060,5580
Gujarat,Patan,Patan,Cotton,Other,28/01/2021,5970,5490
Gujarat,Patan,Patan,Cotton,Other,29/01/2021,5975,5440
Gujarat,Patan,Patan,Cotton,Other,30/01/2021,6005,5505
Gujarat,Patan,Patan,Cotton,Other,1/2/2021,6000,5500
Gujarat,Patan,Patan,Cotton,Other,2/2/2021,6105,5465
Gujarat,Patan,Patan,Cotton,Other,3/2/2021,6070,5540
Gujarat,Patan,Patan,Cotton,Other,4/2/2021,6090,5545
Gujarat,Patan,Patan,Cotton,Other,5/2/2021,6185,5645
Gujarat,Patan,Patan,Cotton,Other,6/2/2021,6175,5640
Gujarat,Patan,Patan,Cotton,Other,8/2/2021,6355,5755
Gujarat,Patan,Patan,Cotton,Other,9/2/2021,6310,5730
Gujarat,Patan,Patan,Cotton,Other,10/2/2021,6350,5675
Gujarat,Patan,Patan,Cotton,Other,11/2/2021,6275,5690
Gujarat,Patan,Patan,Cotton,Other,12/2/2021,6325,5740
Gujarat,Patan,Patan,Cotton,Other,13/02/2021,6305,5780
Gujarat,Patan,Patan,Cotton,Other,15/02/2021,6350,5800
Gujarat,Patan,Patan,Cotton,Other,17/02/2021,6505,5955
Gujarat,Patan,Patan,Cotton,Other,18/02/2021,6405,5855
Gujarat,Patan,Patan,Cotton,Other,19/02/2021,6375,5840
Gujarat,Patan,Patan,Cotton,Other,20/02/2021,6425,5865
Gujarat,Patan,Patan,Cotton,Other,22/02/2021,6350,5800
Gujarat,Patan,Patan,Cotton,Other,23/02/2021,6505,6030
Gujarat,Patan,Patan,Cotton,Other,24/02/2021,6440,5970
Gujarat,Patan,Patan,Cotton,Other,25/02/2021,6410,5920
Gujarat,Patan,Patan,Cotton,Other,26/02/2021,6380,5820
Gujarat,Patan,Patan,Cotton,Other,27/02/2021,6475,5740
Gujarat,Patan,Patan,Cotton,Other,1/3/2021,6390,5820
Gujarat,Patan,Patan,Cotton,Other,2/3/2021,6455,5875
Gujarat,Patan,Patan,Cotton,Other,3/3/2021,6450,5840
Gujarat,Patan,Patan,Cotton,Other,4/3/2021,6490,5870
Gujarat,Patan,Patan,Cotton,Other,5/3/2021,6390,5575
Gujarat,Patan,Patan,Cotton,Other,6/3/2021,6420,5660
Gujarat,Patan,Patan,Cotton,Other,8/3/2021,6495,5650
Gujarat,Patan,Patan,Cotton,Other,9/3/2021,6450,5625
Gujarat,Patan,Patan,Cotton,Other,10/3/2021,6400,5700
Gujarat,Patan,Patan,Cotton,Other,12/3/2021,6520,5760
Gujarat,Patan,Patan,Cotton,Other,13/03/2021,6500,5950
Gujarat,Patan,Patan,Cotton,Other,15/03/2021,6600,5925
Gujarat,Patan,Patan,Cotton,Other,16/03/2021,6650,6075
Gujarat,Patan,Patan,Cotton,Other,17/03/2021,6690,5820
Gujarat,Patan,Patan,Cotton,Other,18/03/2021,6730,5765
Gujarat,Patan,Patan,Cotton,Other,19/03/2021,6665,5910
Gujarat,Patan,Patan,Cotton,Other,20/03/2021,6500,5650
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),1/1/2021,5800,5357
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),2/1/2021,5885,5405
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),4/1/2021,5920,5585
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),5/1/2021,5935,5495
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),6/1/2021,6120,5560
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),7/1/2021,6080,5540
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),8/1/2021,6110,5680
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),9/1/2021,6035,5570
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),11/1/2021,6070,5610
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),12/1/2021,6240,5672
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),13/01/2021,6195,5672
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),16/01/2021,6100,5617
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),18/01/2021,6150,5700
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),19/01/2021,6215,5670
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),20/01/2021,6105,5602
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),21/01/2021,6155,5527
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),22/01/2021,6170,5435
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),23/01/2021,6125,5615
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),25/01/2021,6150,5575
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),27/01/2021,6275,5887
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),28/01/2021,6095,5547
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),29/01/2021,6120,5675
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),30/01/2021,6120,5660
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),1/2/2021,6135,5567
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),2/2/2021,6205,5552
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),3/2/2021,6175,5587
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),4/2/2021,6225,5612
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),5/2/2021,6270,5697
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),6/2/2021,6250,5575
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),8/2/2021,6440,5945
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),9/2/2021,6445,5722
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),10/2/2021,6400,5800
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),11/2/2021,6425,5862
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),12/2/2021,6450,5850
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),13/02/2021,6425,5812
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),15/02/2021,6550,5777
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),17/02/2021,6530,6015
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),18/02/2021,6595,5922
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),19/02/2021,6650,5950
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),20/02/2021,6575,6132
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),22/02/2021,6620,6125
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),23/02/2021,6575,6000
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),24/02/2021,6655,5827
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),25/02/2021,6605,5877
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),26/02/2021,6575,5787
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),27/02/2021,6565,5335
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),1/3/2021,6595,6147
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),2/3/2021,6635,6067
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),3/3/2021,6630,6127
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),4/3/2021,6685,5842
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),5/3/2021,6585,6042
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),6/3/2021,6650,5987
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),8/3/2021,6700,6300
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),9/3/2021,6475,5987
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),10/3/2021,6575,5912
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),12/3/2021,6525,5887
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),16/03/2021,6750,6250
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),19/03/2021,6745,6185
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),23/03/2021,6625,5987
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),2/4/2021,6500,5750
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),6/4/2021,6750,6325
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),9/4/2021,7100,6665
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),13/04/2021,6250,5875
Gujarat,Patan,Siddhpur,Cotton,H.Y.4 (Unginned),16/04/2021,6800,6500
Gujarat,Porbandar,Porbandar,Cotton,Cotton (Unginned),3/1/2021,10700,10700
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),1/1/2021,5780,5555
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),2/1/2021,5755,5580
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),4/1/2021,5805,5605
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),5/1/2021,5855,5705
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),6/1/2021,5830,5655
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),7/1/2021,5880,5605
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),8/1/2021,5855,5630
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),9/1/2021,5880,5555
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),11/1/2021,5880,5630
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),12/1/2021,5855,5630
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),13/01/2021,5980,5655
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),15/01/2021,6030,5755
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),18/01/2021,5855,5655
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),19/01/2021,5905,5680
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),20/01/2021,5830,5755
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),21/01/2021,5930,5730
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),22/01/2021,5955,5680
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),23/01/2021,5905,5680
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),25/01/2021,5905,5705
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),27/01/2021,5905,5655
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),29/01/2021,5880,5630
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),30/01/2021,5730,5580
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),1/2/2021,5830,5680
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),2/2/2021,5835,5605
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),3/2/2021,5855,5580
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),4/2/2021,5905,5630
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),5/2/2021,5905,5805
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),6/2/2021,6080,5905
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),8/2/2021,6080,5830
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),10/2/2021,6005,5805
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),12/2/2021,5955,5655
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),15/02/2021,6000,5805
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),17/02/2021,6105,5805
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),19/02/2021,6155,5805
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),22/02/2021,6130,5830
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),24/02/2021,6255,5905
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),26/02/2021,6230,5830
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),1/3/2021,6230,5880
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),3/3/2021,6280,5905
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),5/3/2021,6230,5830
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),8/3/2021,6205,5905
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),12/3/2021,6230,5830
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),15/03/2021,6505,6055
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),17/03/2021,6505,6255
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),26/03/2021,6430,6130
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),5/4/2021,6555,6255
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),7/4/2021,6505,6255
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),9/4/2021,6505,6130
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),12/4/2021,6505,6355
Gujarat,Rajkot,Dhoraji,Cotton,H.B (Unginned),16/04/2021,6555,6405
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),1/1/2021,5830,5255
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),2/1/2021,5830,5280
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),4/1/2021,5880,5430
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),5/1/2021,5880,5605
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),6/1/2021,5905,5455
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),8/1/2021,5905,5405
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),9/1/2021,5905,5405
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),11/1/2021,5880,5430
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),13/01/2021,5955,5405
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),15/01/2021,5955,5430
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),16/01/2021,5955,5580
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),18/01/2021,5980,5755
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),19/01/2021,6005,5755
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),20/01/2021,5980,5705
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),21/01/2021,6005,5680
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),22/01/2021,6055,5705
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),25/01/2021,6105,5680
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),27/01/2021,6005,5430
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),28/01/2021,6030,5680
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),29/01/2021,5930,5430
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),30/01/2021,5930,5555
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),1/2/2021,6055,5405
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),2/2/2021,6030,5430
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),3/2/2021,6055,5355
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),4/2/2021,5980,5405
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),5/2/2021,6105,5655
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),6/2/2021,6155,5655
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),8/2/2021,6130,5380
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),9/2/2021,6080,5405
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),10/2/2021,6205,5555
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),11/2/2021,6005,5680
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),12/2/2021,6005,5730
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),13/02/2021,6005,5630
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),15/02/2021,6080,5655
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),16/02/2021,6055,5605
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),17/02/2021,6230,5680
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),18/02/2021,6305,5655
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),19/02/2021,6305,5705
Gujarat,Rajkot,Gondal,Cotton,H.B (Unginned),23/02/2021,6405,5855
